Nome,Endereço,Latitude,Longitude,Categoria
Supermercado Santa Rita,"Rua Ageu Adão Sabino de Souza, 249 - Fortaleza, Blumenau",-26.8543224,-49.0471928,supermarket
Rede TOP - Belchior,"Rua Bonifácio Haendchen, 1120 - Belchior Central, Gaspar",-26.8547178,-49.0346503,supermarket
alippi store,"R. Francisco Vahldieck, 3731 - Fortaleza, Blumenau",-26.860884,-49.0499302,store
Hookahshop Conveniência,"R. Francisco Vahldieck, 3354 - Tribess, Blumenau",-26.8627194,-49.0529968,store
Stylosa Store,"Rua Hermann Tribess, 1679 - Tribess, Blumenau",-26.872515,-49.0502717,store
THE ROYAL BRAND www.royalbrandstore.com.br,"R. Otaviano Marangone, 65 - Galpão 03 - Belchior Central, Gaspar",-26.8557538,-49.0362044,store
Pet shop babaloo,"Rua Hermann Tribess, 1944 - Tribess, Blumenau",-26.8700934,-49.04924,store
lovers of esportes,"R. Gen. Fahrenheit, 778 - Tribess, Blumenau",-26.8697851,-49.0545449,store
Alpha Boss,"R. Monte Belo, 531 - Fortaleza Alta, Blumenau",-26.8446517,-49.0509734,store
Depósito do Colchão,"R. Francisco Vahldieck, 3760 - Fortaleza, Blumenau",-26.8609648,-49.0494452,store
Thom Pixay Conveniência,"R. Francisco Vahldieck, 3148 - Fortaleza, Blumenau",-26.8638904,-49.0549124,store
Akine Store Atacado,"R. Samuel Morse, 410 - Fortaleza, Blumenau",-26.860641,-49.054869,store
Amakha Paris Blumenau,"R. Monte Belo, 531 - Fortaleza Alta, Blumenau",-26.8446518,-49.0509733,store
KING TREND BOUTIQUE,"R. Francisco Vahldieck, 3731 - SL 01 - Fortaleza Alta, Blumenau",-26.8609329,-49.0499029,store
Radical Games,"Rua Hermann Tribess, 2028 - Tribess, Blumenau",-26.8694529,-49.0494418,store
ALSIR INFORMATICA,"R. Maria P. Hesckel, 105 - Fortaleza Alta, Gaspar",-26.855666,-49.039728,store
GSW,"Rua Hermann Tribess, 2309 - Tribess, Blumenau",-26.866873,-49.0501999,store
Linda Sereia,"R. Monte Belo, 531 - Fortaleza Alta, Blumenau",-26.8446517,-49.0509734,store
Gio EletroGames/Gio Games/Gio Celulares,"R. Hildo Kasulke, 504 - Fortaleza Alta, Blumenau",-26.8561098,-49.0467141,store
AUTO PEÇAS PEDROSO,"KM 49 SALA 2, BR-470, 7311 - Fortaleza Alta, Blumenau",-26.8618045,-49.0502293,store
Petmix Petshop e Agropecuaria Ltda,"R. Francisco Vahldieck, 4036 - Fortaleza Alta, Blumenau",-26.8596193,-49.0473465,store
Hospital Universitário,"R. Samuel Morse, 768 - Fortaleza, Blumenau",-26.8567122,-49.0557734,hospital
Futuro Complexo De Saude E Hospital Regional Universitario,"Fortaleza Alta, Blumenau",-26.8577353,-49.0560121,hospital
Pesque e Pague Recanto Pomerano,"R. Ribeirão Souto, 1295 - Ribeirão Souto, Pomerode",-26.8210012,-49.1805651,restaurant
Edelweiss Inn Pomerode,"R. XV de Novembro, 10533 - Testo Central, Pomerode",-26.8241041,-49.1593559,hotel
Chalés - Pomerode,"R. Gustav Koch, 267 - Testo Central, Pomerode",-26.8172836,-49.16663740000001,hotel
Pousada Casarão Gastehaus,"R. XV de Novembro, 7440 - Testo Central, Pomerode",-26.8023101,-49.1660025,hotel
Residência West,"R. dos Atiradores, 10750, Pomerode",-26.8203657,-49.1585148,hotel
Lanchonete E Pizzaria Bolinha De Barro,"R. Franz Volles, 1240 - Itoupava Central, Blumenau",-26.8358154,-49.1023102,restaurant
posto rg,"Rua Dr. Pedro Zimmermann, 9011 - Itoupava Central, Blumenau",-26.8513196,-49.0867774,restaurant
Restaurante Frau Dickmann,"R. XV de Novembro, 9944 - Testo Central, Pomerode",-26.8195878,-49.16455740000001,restaurant
Pizzaria Cazarin,"SC-421, 9944, Pomerode",-26.8200118,-49.1647138,restaurant
Weisse Rose Haus,"R. dos Atiradores, 11410 - Testo Central, Pomerode",-26.8255102,-49.1540446,hotel
Q Cheff Restaurante e Cozinha,"Rua Dr. Pedro Zimmermann, 6263 - Itoupava Central, Blumenau",-26.8199838,-49.08958670000001,restaurant
CKC Chicken,"R. Guilherme Scharf, 478 - Sala 03 - Fidélis, Blumenau",-26.84951,-49.0831722,restaurant
Delícias da Rô,"R. Alvorada, 170 - Itoupava Central, Blumenau",-26.818647,-49.0909288,restaurant
Sabor da Família,"R. Gustavo Zimmermann, 3988 - Itoupava Central, Blumenau",-26.8168917,-49.086772,restaurant
Lavação do barba,"R. Augusto Ruschi - Itoupava Central, Blumenau",-26.8052601,-49.0951004,bank
Rede TOP - Itoupava Central,"Rua Dr. Pedro Zimmermann, 7155 - Itoupava Central, Blumenau",-26.8116671,-49.089818,supermarket
Minimercado D Mais,"Rua Gerda Georg, 76 - Itoupava Central, Blumenau",-26.7959595,-49.1021802,supermarket
Supermercado Mavili (Matriz),"Rua Dr. Pedro Zimmermann, 9494 - Itoupava Central, Blumenau",-26.7917764,-49.0867179,supermarket
Backes Supermercado,"R. Prof. Jacob Ineichen, 5626 - Itoupava Central, Blumenau",-26.8090065,-49.1103695,supermarket
megha,"Rua Rudolfo Walter, 1319 - Itoupava Central, Blumenau",-26.8093692,-49.1026389,supermarket
Fifo da Paty,"R. Gustavo Zimmermann, 5747 - Itoupava Central, Blumenau",-26.8020519,-49.0865942,supermarket
"Restaurante, lanchonete e Assadão dos Céus","Rua Dr. Pedro Zimmermann, 6452 - Itoupava Central, Blumenau",-26.8179495,-49.08909329999999,restaurant
Bollão Lanches,"R. Gustavo Zimmermann, 3220 - Itoupava Central, Blumenau",-26.8238261,-49.0865328,restaurant
Coma Bem Salgados,"R. Guilherme Scharf, 181 - Itoupavazinha, Blumenau",-26.8500946,-49.085937,restaurant
Restaurante Sabor Do Campo,"Rod. João Karsten, 9565 - Testo Central, Pomerode",-26.8153472,-49.163806,restaurant
Essência Gaúcha,"R. XV de Novembro, 9626 - Testo Central, Pomerode",-26.8160199,-49.16440919999999,restaurant
Vaqueiro Pizza e Burguer,"R. XV de Novembro, 9589 - Testo Central, Pomerode",-26.8155664,-49.16388689999999,restaurant
Phoenix Bebidas,"R. XV de Novembro, 9612 - Testo Central, Pomerode",-26.8158216,-49.164283,restaurant
BAR LANCH.FOMFOM,"R. XV de Novembro, 9515 - Testo Central, Pomerode",-26.8146686,-49.16381699999999,restaurant
Pousada Recanto Pomerano,"R. dos Atiradores, 8125 - Testo Central, Pomerode",-26.7996896,-49.15757869999999,hotel
Inn Santa Felicidade,"R. dos Atiradores, 8125 - Testo Central, Pomerode",-26.7995755,-49.1585647,hotel
Bella Pizza,"R. Franz Volles, 1190 - Itoupava Central, Blumenau",-26.8363752,-49.1022095,restaurant
Rosa Norte Lanches,"R. Franz Volles, 865 - Itoupava Central, Blumenau",-26.8373054,-49.0993575,restaurant
H&S Salgadinhos e Doces,"R. Prof. Paulo Freire - Itoupava Central, Blumenau",-26.8365289,-49.0952449,restaurant
DIVINOS BURGUER,"R. Erich Belz, 550 - Itoupava Central, Blumenau",-26.8211916,-49.0949654,restaurant
LA BELLA PIZZARIA,"Rua Dr. Pedro Zimmermann, 4743 - Vila Itoupava, Blumenau",-26.8337494,-49.0912189,restaurant
Chefe Burger,"Rua Dr. Pedro Zimmermann, 6452 - Itoupava Central, Blumenau",-26.817994,-49.08911879999999,restaurant
Conex,"Itoupavazinha, Blumenau",-26.8474853,-49.0883961,restaurant
Ro e Ro Espetinhos,"R. Gustavo Zimmermann, 3800 - Itoupava Central, Blumenau",-26.8186963,-49.0870111,restaurant
Drika Salgados,"R. XV de Novembro, 9373 - Testo Central, Pomerode",-26.8134197,-49.164182,restaurant
Restaurante Seu Cucca,"Rua Dr. Pedro Zimmermann, 7015 - Itoupava Central, Blumenau",-26.8130711,-49.089267,restaurant
Restaurante e Lanchonete Carl,"Rua Dr. Pedro Zimmermann, 7141 - Itoupava Central, Blumenau",-26.8120986,-49.0895859,restaurant
Thunderstruck Food Truck,"Rua Dr. Pedro Zimmermann, 6688 - Itoupava Central, Blumenau",-26.8159466,-49.0890735,restaurant
Kioskito,"R. Gustavo Zimmermann, 4354 - Itoupava Central, Blumenau",-26.8133346,-49.0868818,restaurant
Ki-Burger,"R. Gustavo Zimmermann, 4319 - Itoupava Central, Blumenau",-26.8140075,-49.0871214,restaurant
Imporium,"Fortaleza Alta, Blumenau",-26.8370211,-49.0480963,store
RECICLE COMERCIO DE PEÇAS AUTOMOTIVAS LTDA,"R. José Patrocínio dos Santos, 1215, Gaspar",-26.8425007,-49.0227981,store
Produtos de saude e beleza,"R. José Koser, 198 - Belchior Alto, Gaspar",-26.8270422,-49.0319726,store
Norte Sul Açaí - Belchior - Açaí em Gaspar,"Rua Bonifácio Haendchen, 3730 - Belchior Alto, Gaspar",-26.8338977,-49.03280820000001,store
MRX Parts,"R. José Patrocínio dos Santos, 650 - Belchior Central, Gaspar",-26.8449341,-49.0247557,store
Tom Quest,"R. Theodor Kleine, 1878 - Fortaleza Alta, Blumenau",-26.8396687,-49.047248,store
MP Auto Peças e acessórios,"Rua Bonifácio Haendchen, 2790 - Belchior Central, Gaspar",-26.8426877,-49.03178399999999,store
Universo Da Moda,"Rua Bonifácio Haendchen - Belchior Central, Gaspar",-26.8382618,-49.0314681,store
Petri Materiais de Construção,"R. Antonio Schmitt, 385 - Belchior Alto, Gaspar",-26.8255982,-49.0313412,store
DM Auto Peças,"Rua Bonifácio Haendchen, 2758 - Galpão 02 - Belchior Central, Gaspar",-26.8430783,-49.03264619999999,store
PH Auto Peças,"R. José Patrocínio dos Santos, 650, Gaspar",-26.846393,-49.026836,store
G Racing Motoshop,"Rua Bonifácio Haendchen, 3315 - SALA 3325 - Belchior Alto, Gaspar",-26.8383546,-49.0319064,store
LE PETIT ENFANT,"R. Theodor Kleine, 1878 - Fortaleza Alta, Blumenau",-26.8396687,-49.047248,store
Panificadora Belchior LTDA,"R. Aloisio Haendchen, 370 - Belchior Alto, Gaspar",-26.8354023,-49.0292071,store
KSB Auto Peças,"R. Antônio Gesser, 201 - Belchior Central, Gaspar",-26.8428266,-49.01791,store
NetCar Auto Peças,"R. Antonio Schmitt, 1120 - Belchior Alto, Gaspar",-26.8188127,-49.0326611,store
Vista Saeli,"R. José Schmitt Sobrinho, 1515, Gaspar",-26.8217195,-49.0090317,store
Central Surf Blumenau,"R. Arnoldo Beck, 927 - Itoupava Central, Blumenau",-26.8201109,-49.0762914,store
Mr Fish - Wila Gastronomica,"dentro da wila gastronomica, Rua Dr. Pedro Zimmermann, 2122 - Itoupava Central, Blumenau",-26.8113596,-49.0898088,restaurant
Mc Donald's,"Rua Dr. Pedro Zimmermann, 7220 - Itoupavazinha, Blumenau",-26.8112835,-49.0899999,restaurant
Bierburger,"Rua Dr. Pedro Zimmermann, 2122 - Itoupavazinha, Blumenau",-26.8113596,-49.0898088,restaurant
Vilão Burguer,"R. Gustavo Zimmermann, 4319 - Itoupava Central, Blumenau",-26.8140177,-49.0871557,restaurant
Vítor Lanches,"Lotm, R. Pérola do Vale, 224 - Itoupava Central, Blumenau",-26.8348957,-49.0852509,restaurant
Ich Belchior,"Rua Bonifácio Haendchen, 1778 - Belchior Central, Gaspar",-26.8484921,-49.0326818,tourist attractions
Canguru Deck Lanches,"R. Gustavo Zimmermann, 874 - Itoupava Central, Blumenau",-26.8434016,-49.0882227,restaurant
Ichiban Temaki sushi e Burger,"R. Gustavo Zimmermann, 3810 - Itoupava Central, Blumenau",-26.8185144,-49.0870101,restaurant
BAR DO GILMAR,"R. Vale do Selke Grande, 2332-2378, Pomerode",-26.8066272,-49.1394415,restaurant
